identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;dept;pays;latitude;longitude;wgs84;Coeff_Total
15010A;SAINT CYR L ECOLE BP;Bureau de poste;AVENUE PIERRE CURIE;;;78210;ST CYR L ECOLE;78;FRANCE;48.7981;2.06742;48.7981, 2.06742;1,37320772
14999A;LE PECQ BP;Bureau de poste;36 RUE DE PARIS;;;78230;LE PECQ;78;FRANCE;48.8965;2.10416;48.8965, 2.10416;1,35455513
14984A;MEULAN PRINCIPAL;Bureau de poste;6 QUAI ALBERT JOLY;;;78250;MEULAN;78;FRANCE;49.0045;1.9093;49.0045, 1.9093;1,379404294
14967A;LIMETZ VILLEZ AP;Agence postale commnunale;11 RUE DE LA MAIRIE;;;78270;LIMETZ VILLEZ;78;FRANCE;49.060725;1.545693;49.060725, 1.545693;1,364571162
14669A;LA CHAPELLE LA REINE BP;Bureau de poste;13 SQUARE SAINT LOUIS;;;77760;LA CHAPELLE LA REINE;77;FRANCE;48.3187;2.5723;48.3187, 2.5723;1,357697397
14744A;LARCHANT AP;Agence postale commnunale;RUE PASTEUR;;;77760;LARCHANT;77;FRANCE;48.2843;2.59587;48.2843, 2.59587;1,377968682
14835A;URY BP;Bureau de poste;11 RUE DE FONTAINEBLEAU;;;77760;URY;77;FRANCE;48.3438;2.60224;48.3438, 2.60224;1,36274785
14857A;VILLIERS SOUS GRIEZ AP;Agence postale commnunale;3 RUE DE LARCHANT;;;77760;VILLIERS SOUS GREZ;77;FRANCE;48.317;2.64723;48.317, 2.64723;1,377060147
14700A;CROUY SUR OURCQ BP;Bureau de poste;7 RUE GEOFFROY;;;77840;CROUY SUR OURCQ;77;FRANCE;49.0911;3.07501;49.0911, 3.07501;1,37426268
14734A;HERICY BP;Bureau de poste;9 RUE ALBERT BERTHIER;;;77850;HERICY;77;FRANCE;48.447124;2.762746;48.447124, 2.762746;1,399622947
14860A;VULAINES SUR SEINE BP;Bureau de poste;5 RUE RICHE;;;77870;VULAINES SUR SEINE;77;FRANCE;48.430991;2.764306;48.430991, 2.764306;1,355980581
14650A;BEAUMONT DU GATINAIS BP;Bureau de poste;PLACE DE L EGLISE;;;77890;BEAUMONT DU GATINAIS;77;FRANCE;48.1359;2.47353;48.1359, 2.47353;1,388008973
14719A;FLEURY EN BIERE AP;Agence postale commnunale;RUE DE RICHELIEU;;;77930;FLEURY EN BIERE;77;FRANCE;48.45;2.54873;48.45, 2.54873;1,361106974
14830A;THOURY FEROTTES AP;Agence postale commnunale;52 RUE PLAGY;;;77940;THOURY FEROTTES;77;FRANCE;48.2918;2.94346;48.2918, 2.94346;1,378587582
14767A;MOISENAY AP;Agence postale commnunale;RUE GRANDE;RUE DE LA BOUCLE;;77950;MOISENAY;77;FRANCE;48.5626;2.74861;48.5626, 2.74861;1,355572126
14740A;JOUY LE CHATEL BP;Bureau de poste;RUE CLAUDE GAUTIER;;;77970;JOUY LE CHATEL;77;FRANCE;48.6651;3.12784;48.6651, 3.12784;1,372120866
14898A;SAINT GERMAIN CHATEAU BP;Bureau de poste;24 RUE DU VIEIL ABREUVOIR;;;78100;ST GERMAIN EN LAYE;78;FRANCE;48.8963;2.09517;48.8963, 2.09517;1,351092396
14936A;CRESPIERES AP;Agence postale commnunale;6 RUE DE MONCEL;;;78121;CRESPIERES;78;FRANCE;48.8819;1.92262;48.8819, 1.92262;1,350275153
04838B;MAREIL SUR MAULDRE AP;Agence postale commnunale;8 RUE DEGLY MAILLOT;;;78124;MAREIL SUR MAULDRE;78;FRANCE;48.8945;1.86628;48.8945, 1.86628;1,356243522
14956A;GAZERAN AP;Agence postale commnunale;RUE DE LA MAIRIE;;;78125;GAZERAN;78;FRANCE;48.6322;1.77201;48.6322, 1.77201;1,380492783
15057A;LES MUREAUX BP;Bureau de poste;CENTRE COMMERCIAL ESPACE;;;78130;LES MUREAUX;78;FRANCE;48.9786;1.91216;48.9786, 1.91216;1,366810778
18171B;AQUALOGIA AP;Relais poste commerçant;29 AVENUE DE SAVOIE;;;78140;VELIZY VILLACOUBLAY;78;FRANCE;48.78367;2.170469;48.78367, 2.170469;1,377176472
15058A;MARLY LE ROI GRANDES TERRES;Bureau de poste;CCAL DES GRANDES TERRES;;;78160;MARLY LE ROI;78;FRANCE;48.8794;2.09993;48.8794, 2.09993;1,3650009
14923A;LA CELLE ST CLOUD HOTEL DE VILLE;Bureau de poste;16 AVENUE CHARLES DE GAULLE;;;78170;LA CELLE ST CLOUD;78;FRANCE;48.8469;2.13521;48.8469, 2.13521;1,399171017
14989A;MONTIGNY LE BRETONNEUX;Bureau de poste;2 PLACE JACQUES COEUR;;;78180;MONTIGNY LE BRETONNEUX;78;FRANCE;48.7694;2.04071;48.7694, 2.04071;1,378437353
15073A;LE PECQ RELAIS DE MONTECRISTO AP;Relais poste commerçant;2 AV DU GENERAL LECLERC;;;78230;LE PECQ;78;FRANCE;48.8872;2.10176;48.8872, 2.10176;1,36964428
98896A;ACHERES AP;Relais poste commerçant;3 AVENUE W A MOZART;C CIAL LECLERC;;78260;ACHERES;78;FRANCE;48.9613;2.05646;48.9613, 2.05646;1,381689349
14909A;BONNIERES SUR SEINE;Bureau de poste;49 RUE GEORGES HERREWYN;;;78270;BONNIERES SUR SEINE;78;FRANCE;49.037717;1.581602;49.037717, 1.581602;1,351514347
15002A;POISSY L' OCTROI;Bureau de poste;133 RUE DU GENERAL DE GAULLE;;;78300;POISSY;78;FRANCE;48.9277;2.04537;48.9277, 2.04537;1,380564544
17401A;FRESNES LA VALLEE AUX RENARDS BP;Bureau de poste;43 RUE EMILE ZOLA;;;94260;FRESNES;94;FRANCE;48.7648;2.32748;48.7648, 2.32748;1,365169745
17365A;VINCENNES PREVOYANCE;Bureau de poste;27 B RUE DES LAITIERES;;;94300;VINCENNES;94;FRANCE;48.8477;2.42341;48.8477, 2.42341;1,359786566
17368A;VINCENNES JARRY BP;Bureau de poste;18 RUE DU COMMANDANT MOWAT;;;94300;VINCENNES;94;FRANCE;48.849;2.44589;48.849, 2.44589;1,360792811
17304A;BOISSY L'ORANGERIE BP;Bureau de poste;32 RUE DE PARIS;;;94470;BOISSY ST LEGER;94;FRANCE;48.7506;2.51067;48.7506, 2.51067;1,387770034
17348A;CHAMPIGNY STALINGRAD BP;Bureau de poste;76 BOULEVARD ARISTIDE BRIAND;;;94500;CHAMPIGNY SUR MARNE;94;FRANCE;48.8215;2.4984;48.8215, 2.4984;1,361086987
17327A;LA QUEUE EN BRIE BP;Bureau de poste;15 RUE EDGAR DEGAS;;;94510;LA QUEUE EN BRIE;94;FRANCE;48.7906;2.5741;48.7906, 2.5741;1,395491476
17391A;RUNGIS LA POSTE DU M.I.N. BP;Bureau de poste;22 RUE DU SEMINAIRE;;;94550;CHEVILLY LARUE;94;FRANCE;48.7621;2.36183;48.7621, 2.36183;1,39411445
80027A;CHEVILLY LARUE HOTEL DE VILLE AP;Agence postale commnunale;55 BOULEVARD JEAN MERMOZ;;;94550;CHEVILLY LARUE;94;FRANCE;48.7713;2.33878;48.7713, 2.33878;1,365576078
17303A;CHOISY LE ROI;Bureau de poste;15 AVENUE LEON GOURDAULT;;;94600;CHOISY LE ROI;94;FRANCE;48.7632;2.40664;48.7632, 2.40664;1,362102236
17337A;VILLEJUIF PRINCIPAL;Bureau de poste;21 AV PAUL VAILLANT COUTURIER;;;94800;VILLEJUIF;94;FRANCE;48.7947;2.36392;48.7947, 2.36392;1,367528232
17398A;VILLEJUIF LES LOZAITS BP;Bureau de poste;32 PLACE AUGUSTE RODIN;;;94800;VILLEJUIF;94;FRANCE;48.7847;2.35804;48.7847, 2.35804;1,396464563
17405A;VILLEJUIF LEO LAGRANGE BP;Bureau de poste;56 AVENUE DE PARIS;;;94800;VILLEJUIF;94;FRANCE;48.8029;2.36408;48.8029, 2.36408;1,359795726
17409A;ARGENTEUIL JOLIOT CURIE BP;Bureau de poste;CENTRE COMMERCIAL JOLIOT CURIE;LOTS 30 31;;95100;ARGENTEUIL;95;FRANCE;48.9574;2.28602;48.9574, 2.28602;1,355691952
17419A;ARGENTEUIL CAREME PRENANT BP;Bureau de poste;23 RUE PAUL VAILLANT COUTURIER;;;95100;ARGENTEUIL;95;FRANCE;48.9461;2.25394;48.9461, 2.25394;1,368061557
17521A;SANNOIS PASTEUR AP;Agence postale commnunale;30 BOULEVARD MAURICE BERTEAUX;;;95110;SANNOIS;95;FRANCE;48.9684;2.2668;48.9684, 2.2668;1,363922353
17455A;FRANCONVILLE;Bureau de poste;20 BOULEVARD MAURICE BERTEAUX;;;95130;FRANCONVILLE LA GARENNE;95;FRANCE;48.9867;2.22897;48.9867, 2.22897;1,399607208
17549A;GARGES LES GONESSE VILLAGE BP;Bureau de poste;PLACE HENRI BARBUSSE;;;95140;GARGES LES GONESSE;95;FRANCE;48.9674;2.41321;48.9674, 2.41321;1,353365392
17471A;MENUCOURT BP;Bureau de poste;1 PLACE DE LA MARECHE;;;95180;MENUCOURT;95;FRANCE;49.0254;1.98008;49.0254, 1.98008;1,399611919
17460A;GOUSSAINVILLE;Bureau de poste;23 RUE DE LA REPUBLIQUE;;;95190;GOUSSAINVILLE;95;FRANCE;49.034;2.47025;49.034, 2.47025;1,361878461
17500A;SOISY SOUS MONTMORENCY;Bureau de poste;12 AVENUE DU GENERAL DE GAULLE;;;95230;SOISY SOUS MONTMORENCY;95;FRANCE;48.9859;2.29973;48.9859, 2.29973;1,385635856
17424A;BELLOY EN FRANCE BP;Bureau de poste;2 RUE DE VERDUN;;;95270;BELLOY EN FRANCE;95;FRANCE;49.0883;2.3717;49.0883, 2.3717;1,365728226
51682A;ST OUEN L AUMONE CHENNEVIERES BP;Bureau de poste;CENTRE COMMERCIAL CHENNEVIERES;RUE DU PARC CHAUSSEE JULES CESAR;;95310;ST OUEN L AUMONE;95;FRANCE;49.0368;2.11125;49.0368, 2.11125;1,36020941
17478A;MONTMAGNY;Bureau de poste;34 RUE CARNOT;;;95360;MONTMAGNY;95;FRANCE;48.9734;2.34302;48.9734, 2.34302;1,364573904
17560A;MONTIGNY VILLAGE BP;Bureau de poste;RUE DE LA POSTE;;;95370;MONTIGNY LES CORMEILLES;95;FRANCE;48.986;2.18863;48.986, 2.18863;1,351918477
17553A;VILLIERS LE BEL BP;Bureau de poste;26 RUE JULIEN BOURSIER;;;95400;VILLIERS LE BEL;95;FRANCE;49.0085;2.38816;49.0085, 2.38816;1,351195867
17467A;MAGNY EN VEXIN;Bureau de poste;22 RUE DE PARIS;;;95420;MAGNY EN VEXIN;95;FRANCE;49.15465;1.786788;49.15465, 1.786788;1,399558538
17438A;BUTRY SUR OISE AP;Agence postale commnunale;55 RUE DE LA DIVISION LECLERC;;;95430;BUTRY SUR OISE;95;FRANCE;49.0859;2.19791;49.0859, 2.19791;1,373228053
17501A;SURVILLIERS BP;Bureau de poste;6 RUE JEAN JAURES;;;95470;SURVILLIERS;95;FRANCE;49.096954;2.545277;49.096954, 2.545277;1,362199612
17506A;VAUREAL;Bureau de poste;30 MAIL MENDES FRANCE;;;95490;VAUREAL;95;FRANCE;49.0229;2.02878;49.0229, 2.02878;1,362261197
17508A;VETHEUIL;Bureau de poste;10 PLACE DE LA MAIRIE;;;95510;VETHEUIL;95;FRANCE;49.0631;1.70167;49.0631, 1.70167;1,387234011
17513A;OSNY ESPACE EPARGNE ET PREVOYANCE BP;Bureau de poste;CHEMIN DES HAYETTES;CENTRE COMMERCIAL LECLERC;;95520;OSNY;95;FRANCE;49.0675;2.0868;49.0675, 2.0868;1,363178899
17425A;BESSANCOURT BP;Bureau de poste;PLACE DU 30 AOUT;;;95550;BESSANCOURT;95;FRANCE;49.0386;2.21675;49.0386, 2.21675;1,353093961
17446A;EAUBONNE ORANGERIE;Bureau de poste;9 AVENUE DE L EUROPE;;;95600;EAUBONNE;95;FRANCE;48.9916;2.27603;48.9916, 2.27603;1,390174165
17472A;MERIEL BP;Bureau de poste;PLACE LECHAUGUETTE;;;95630;MERIEL;95;FRANCE;49.075;2.20158;49.075, 2.20158;1,374580064
17427A;BOISSY L AILLERIE BP;Bureau de poste;17 RUE VEUVE QUATREMAIN;;;95650;BOISSY L AILLERIE;95;FRANCE;49.0777;2.02643;49.0777, 2.02643;1,38376317
17474A;LE MESNIL AUBRY AP;Agence postale commnunale;PLACE DE LA MAIRIE;MAIRIE DU MESNIL AUBRY;;95720;LE MESNIL AUBRY;95;FRANCE;49.0504;2.39978;49.0504, 2.39978;1,395005565
17505A;VALMONDOIS AP;Agence postale commnunale;28 TER GRANDE RUE;;;95760;VALMONDOIS;95;FRANCE;49.096308;2.190378;49.096308, 2.190378;1,35374677
17559A;CERGY AXE MAJEUR HORLOGE;Bureau de poste;21 AVENUE DES BEGUINES;;;95800;CERGY;95;FRANCE;49.0507;2.03382;49.0507, 2.03382;1,36882155
17334A;THIAIS;Bureau de poste;72 AVENUE RENE PANHARD;;;94320;THIAIS;94;FRANCE;48.764;2.39372;48.764, 2.39372;1,381866895
17314A;JOINVILLE CHARCOT BP;Bureau de poste;5 RUE HIPPOLYTE PINSON;;;94340;JOINVILLE LE PONT;94;FRANCE;48.817;2.46545;48.817, 2.46545;1,36006787
17356A;JOINVILLE POLANGIS;Bureau de poste;48 AVENUE DU GENERAL GALLIENI;;;94340;JOINVILLE LE PONT;94;FRANCE;48.8199;2.47941;48.8199, 2.47941;1,37760864
17362A;VITRY PORT A L ANGLAIS;Bureau de poste;33 AV PAUL VAILLANT COUTURIER;;;94400;VITRY SUR SEINE;94;FRANCE;48.7991;2.40074;48.7991, 2.40074;1,350432526
17376A;VITRY MOULIN VERT;Bureau de poste;11 RUE GERARD PHILIPE;;;94400;VITRY SUR SEINE;94;FRANCE;48.7752;2.37784;48.7752, 2.37784;1,364742258
17397A;VITRY PETIT VITRY;Bureau de poste;AVENUE DU 8 MAI 1945;;;94400;VITRY SUR SEINE;94;FRANCE;48.7846;2.40007;48.7846, 2.40007;1,397427003
17394A;SAINT MAURICE MONTGOLFIER BP;Bureau de poste;3 RUE FRAGONARD;;;94410;ST MAURICE;94;FRANCE;48.8154;2.4581;48.8154, 2.4581;1,36437148
17402A;CHENNEVIERES RABELAIS BP;Bureau de poste;5 RUE RABELAIS;;;94430;CHENNEVIERES SUR MARNE;94;FRANCE;48.8032;2.5522;48.8032, 2.5522;1,38256694
17335A;VALENTON;Bureau de poste;30 B RUE DU COLONEL FABIEN;;;94460;VALENTON;94;FRANCE;48.746;2.46835;48.746, 2.46835;1,38081639
17295A;BOISSY ST LEGER;Bureau de poste;PLACE DU FORUM;;;94470;BOISSY ST LEGER;94;FRANCE;48.7535;2.50337;48.7535, 2.50337;1,36050971
17292A;ABLON SUR SEINE BP;Bureau de poste;40 RUE DU BAC;;;94480;ABLON SUR SEINE;94;FRANCE;48.7241;2.41854;48.7241, 2.41854;1,392181839
17343A;MAISONS ALFORT ECOLE VETERINAIRE;Bureau de poste;28 AVENUE DU GENERAL DE GAULLE;;;94700;MAISONS ALFORT;94;FRANCE;48.8147;2.42045;48.8147, 2.42045;1,390421319
17361A;MAISONS ALFORT VERT DE MAISONS BP;Bureau de poste;22 AVENUE DE LA LIBERTE;;;94700;MAISONS ALFORT;94;FRANCE;48.7944;2.43209;48.7944, 2.43209;1,358974645
17317A;VILLEJUIF MARRONNIERS;Bureau de poste;137 RUE JEAN JAURES;ZAC DES MARRONNIERS;;94800;VILLEJUIF;94;FRANCE;48.7902;2.36693;48.7902, 2.36693;1,394528228
17439A;CERGY LES BORDS D'OISE BP;Bureau de poste;37 RUE NATIONALE;;;95000;CERGY;95;FRANCE;49.0363;2.06167;49.0363, 2.06167;1,371455333
54260A;CERGY LINANDES BP;Bureau de poste;2 B PLACE DES LINANDES;;;95000;CERGY;95;FRANCE;49.0443;2.06929;49.0443, 2.06929;1,390140775
17413A;ARGENTEUIL UTRILLO;Bureau de poste;104 AVENUE MAURICE UTRILLO;;;95100;ARGENTEUIL;95;FRANCE;48.9469;2.23365;48.9469, 2.23365;1,386281989
17529A;ARGENTEUIL VAL D'ARGENT NORD BP;Bureau de poste;ESPLANADE MAURICE THOREZ;;;95100;ARGENTEUIL;95;FRANCE;48.9531;2.22699;48.9531, 2.22699;1,354805678
17535A;ARGENTEUIL VAL NOTRE DAME;Bureau de poste;179 AVENUE JEAN JAURES;;;95100;ARGENTEUIL;95;FRANCE;48.9404;2.22359;48.9404, 2.22359;1,395414426
17451A;ERMONT;Bureau de poste;1 RUE SAINT FLAIVE;;;95120;ERMONT;95;FRANCE;48.9909;2.2609;48.9909, 2.2609;1,386144328
17540A;FRANCONVILLE EPINE GUYON BP;Bureau de poste;CTRE COMMERCIAL EPINE GUYON;;;95130;FRANCONVILLE LA GARENNE;95;FRANCE;48.9954;2.22032;48.9954, 2.22032;1,36296156
17412A;GARGES LA MUETTE BP;Bureau de poste;3 RUE JACQUES DECOUR;;;95140;GARGES LES GONESSE;95;FRANCE;48.9753;2.41365;48.9753, 2.41365;1,393847721
17479A;MONTMORENCY;Bureau de poste;11 AVENUE FOCH;;;95160;MONTMORENCY;95;FRANCE;48.9893;2.31949;48.9893, 2.31949;1,392095753
17453A;FONTENAY EN PARISIS BP;Bureau de poste;14 PLACE DE STALINGRAD;;;95190;FONTENAY EN PARISIS;95;FRANCE;49.0539;2.45116;49.0539, 2.45116;1,399697394
17436A;SARCELLES SABLONS BP;Bureau de poste;RUE DE PONTOISE;CENTRE COMMERCIAL LES SABLONS;;95200;SARCELLES;95;FRANCE;48.972;2.377;48.972, 2.377;1,399960034
17554A;PONTOISE RUE DE ROUEN BP;Bureau de poste;83 RUE DE ROUEN;;;95300;PONTOISE;95;FRANCE;49.048514;2.083716;49.048514, 2.083716;1,378225699
17407A;SAINT LEU LES DIABLOTS BP;Bureau de poste;62 RUE DE VERDUN;;;95320;ST LEU LA FORET;95;FRANCE;49.0107;2.2384;49.0107, 2.2384;1,357362979
17543A;ARNOUVILLE GARE BP;Bureau de poste;3 B RUE JEAN LAUGERE;;;95400;ARNOUVILLE LES GONESSE;95;FRANCE;48.9947;2.41635;48.9947, 2.41635;1,389348739
17447A;ECOUEN BP;Bureau de poste;4 PLACE DE L EGLISE;;;95440;ECOUEN;95;FRANCE;49.018283;2.379865;49.018283, 2.379865;1,361236584
17452A;EZANVILLE;Bureau de poste;1 RUE JACQUES GALLICHER;;;95460;EZANVILLE;95;FRANCE;49.0314;2.36286;49.0314, 2.36286;1,372542008
17454A;FOSSES;Bureau de poste;AVENUE DU MESNIL;;;95470;FOSSES;95;FRANCE;49.0976;2.51679;49.0976, 2.51679;1,352670117
17485A;PIERRELAYE BP;Bureau de poste;15 RUE JEAN JAURES;;;95480;PIERRELAYE;95;FRANCE;49.0232;2.1517;49.0232, 2.1517;1,368131668
17503A;LE THILLAY BP;Bureau de poste;PLACE DU 8 MAI 1945;;;95500;LE THILLAY;95;FRANCE;49.0031;2.46931;49.0031, 2.46931;1,364067345
14786B;RPC AINCOURT BUCAILLE AP;Relais poste commerçant;19 RUE BUCAILLE;BAR TABAC DE LA BUCAILLE;;95510;AINCOURT;95;FRANCE;49.071659;1.7756;49.071659, 1.7756;1,383012826
17475A;MOISSELLES BP;Bureau de poste;20 RUE DE PARIS;;;95570;MOISSELLES;95;FRANCE;49.0482;2.33647;49.0482, 2.33647;1,372042306
17488A;PRESLES BP;Bureau de poste;54 RUE DU FOUR DU GUE;;;95590;PRESLES;95;FRANCE;49.1127;2.28738;49.1127, 2.28738;1,389971901
17456A;FREPILLON GA BP;Bureau de poste;13 RUE DU COUDRAY;;;95740;FREPILLON;95;FRANCE;49.051898;2.206707;49.051898, 2.206707;1,388152477
17492A;SAINT CLAIR SUR EPTE BP;Bureau de poste;10 RUE ROUGET DE LISLE;;;95770;ST CLAIR SUR EPTE;95;FRANCE;49.2063;1.67847;49.2063, 1.67847;1,373044875
17489A;LA ROCHE GUYON AP;Agence postale commnunale;4 RUE DES FRERES ROUSSES;;;95780;LA ROCHE GUYON;95;FRANCE;49.0822;1.63093;49.0822, 1.63093;1,38722601
50152A;COURDIMANCHE AP;Relais poste commerçant;16 RUE RAYMOND BERRIVIN;BAR LA RENAISSANCE;;95800;COURDIMANCHE;95;FRANCE;49.0356;2.00015;49.0356, 2.00015;1,3582996
17320A;VAL DE FONTENAY BP;Bureau de poste;9 AVENUE DU VAL DE FONTENAY;;;94120;FONTENAY SOUS BOIS;94;FRANCE;48.854;2.4876;48.854, 2.4876;1,373069083
17329A;SAINT MANDE;Bureau de poste;6 RUE JEANNE D ARC;;;94160;ST MANDE;94;FRANCE;48.8406;2.41796;48.8406, 2.41796;1,360706623
17358A;LE PERREUX JONCS MARINS BP;Bureau de poste;161 BOULEVARD D ALSACE LORRAINE;;;94170;LE PERREUX SUR MARNE;94;FRANCE;48.8519;2.50803;48.8519, 2.50803;1,355364002
17339A;VILLENEUVE ST GEORGES PRINCIPAL;Bureau de poste;11 RUE HENRI LEDUC;;;94190;VILLENEUVE ST GEORGES;94;FRANCE;48.732;2.44783;48.732, 2.44783;1,364160657
17385A;VILLENEUVE ST GEORGES PLATEAU BP;Bureau de poste;AV DU PDT J FITZGERALD KENNEDY;CENTRE COMMERCIAL BOIS MATAR;;94190;VILLENEUVE ST GEORGES;94;FRANCE;48.7366;2.46195;48.7366, 2.46195;1,397457095
17313A;IVRY SUR SEINE PRINCIPAL;Bureau de poste;134 AVENUE DANIELLE CASANOVA;;;94200;IVRY SUR SEINE;94;FRANCE;48.814;2.38422;48.814, 2.38422;1,354051758
17305A;LA VARENNE CHAMPIGNOL BP;Bureau de poste;114 BOULEVARD DE CHAMPIGNY;;;94210;LA VARENNE ST HILAIRE;94;FRANCE;48.807798;2.509461;48.807798, 2.509461;1,361523388
17364A;LA VARENNE SAINT HILAIRE;Bureau de poste;3 AVENUE DU MESNIL;;;94210;LA VARENNE ST HILAIRE;94;FRANCE;48.7947;2.51397;48.7947, 2.51397;1,374556016
17309A;FRESNES;Bureau de poste;1 BOULEVARD JEAN JAURES;;;94260;FRESNES;94;FRANCE;48.7546;2.32036;48.7546, 2.32036;1,394927637
17341A;VINCENNES PRINCIPAL;Bureau de poste;18 AVENUE DU CHATEAU;;;94300;VINCENNES;94;FRANCE;48.8465;2.43676;48.8465, 2.43676;1,372726106
17344A;THIAIS GRIGNON BP;Bureau de poste;111 RUE DU PAVE DE GRIGNON;;;94320;THIAIS;94;FRANCE;48.7551;2.39507;48.7551, 2.39507;1,370546545
17340A;VILLIERS SUR MARNE;Bureau de poste;RUE DE L EGLISE;;;94350;VILLIERS SUR MARNE;94;FRANCE;48.8251;2.54254;48.8251, 2.54254;1,367536452
17297A;BRY SUR MARNE BP;Bureau de poste;12 BOULEVARD DU GENERAL GALLIENI;;;94360;BRY SUR MARNE;94;FRANCE;48.8411;2.52238;48.8411, 2.52238;1,388309258
17296A;BONNEUIL SUR MARNE BP;Bureau de poste;11 RUE D ESTIENNE D ORVES;;;94380;BONNEUIL SUR MARNE;94;FRANCE;48.7745;2.48767;48.7745, 2.48767;1,381549125
17326A;LE PLESSIS TREVISE;Bureau de poste;27 AVENUE ARDOUIN;;;94420;LE PLESSIS TREVISE;94;FRANCE;48.808;2.57538;48.808, 2.57538;1,384995313
17319A;MANDRES LES ROSES BP;Bureau de poste;28 RUE DU GENERAL LECLERC;;;94520;MANDRES LES ROSES;94;FRANCE;48.7009;2.54123;48.7009, 2.54123;1,391126243
17374A;MAISONS ALFORT LES PLANETES BP;Bureau de poste;137 RUE MARC SANGNIER;;;94700;MAISONS ALFORT;94;FRANCE;48.8059;2.45548;48.8059, 2.45548;1,398118359
17542A;CERGY GRAND CENTRE;Bureau de poste;7 PLACE DES CERCLADES;;;95000;CERGY;95;FRANCE;49.0381;2.08268;49.0381, 2.08268;1,379186504
17532A;ARGENTEUIL ORGEMONT BP;Bureau de poste;32 RUE KLEBER;;;95100;ARGENTEUIL;95;FRANCE;48.9525;2.26334;48.9525, 2.26334;1,352795971
17533A;ERMONT GARE BP;Bureau de poste;2 RUE RAOUL DAUTRY;;;95120;ERMONT;95;FRANCE;48.980527;2.269133;48.980527, 2.269133;1,355508307
17558A;ERMONT RODIN BP;Bureau de poste;8 MAIL AUGUSTE RODIN;QUARTIER DES PASSERELLES;;95120;ERMONT;95;FRANCE;48.9825;2.24367;48.9825, 2.24367;1,35215918
17410A;FRANCONVILLE GENERAL LECLERC BP;Bureau de poste;362 RUE DU GENERAL LECLERC;;;95130;FRANCONVILLE LA GARENNE;95;FRANCE;48.99;2.20603;48.99, 2.20603;1,385409551
17524A;GARGES LA DAME BLANCHE BP;Bureau de poste;RUE LEONARD DE VINCI;;;95140;GARGES LES GONESSE;95;FRANCE;48.9772;2.39467;48.9772, 2.39467;1,368551721
17502A;TAVERNY PLAINE;Bureau de poste;139 RUE D HERBLAY;;;95150;TAVERNY;95;FRANCE;49.0176;2.21118;49.0176, 2.21118;1,380873113
17538A;MONTMORENCY EUROPE BP;Bureau de poste;125 AVENUE CHARLES DE GAULLE;;;95160;MONTMORENCY;95;FRANCE;48.9748;2.31186;48.9748, 2.31186;1,389073092
17434A;GOUSSAINVILLE GRANDES BORNES BP;Bureau de poste;RUE ROBERT PELTIER;;;95190;GOUSSAINVILLE;95;FRANCE;49.0362;2.46082;49.0362, 2.46082;1,370243565
17442A;CORMEILLES EN PARISIS;Bureau de poste;30 AVENUE FOCH;;;95240;CORMEILLES EN PARISIS;95;FRANCE;48.9713;2.19685;48.9713, 2.19685;1,377301872
17418A;ASNIERES SUR OISE BP;Bureau de poste;16 RUE PIERRE BROSSOLETTE;;;95270;ASNIERES SUR OISE;95;FRANCE;49.1323;2.35601;49.1323, 2.35601;1,37301614
17466A;LUZARCHES;Bureau de poste;PLACE DE LA REPUBLIQUE;;;95270;LUZARCHES;95;FRANCE;49.112717;2.425371;49.112717, 2.425371;1,395408593
17495A;SAINT MARTIN DU TERTRE BP;Bureau de poste;10 RUE DU LIEUTENANT BAUDE;;;95270;ST MARTIN DU TERTRE;95;FRANCE;49.1087;2.34751;49.1087, 2.34751;1,389190517
17509A;VIARMES BP;Bureau de poste;1 B RUE KLEINPETER;;;95270;VIARMES;95;FRANCE;49.1272;2.37031;49.1272, 2.37031;1,389152765
17464A;L ISLE ADAM;Bureau de poste;46 B GRANDE RUE;;;95290;L ISLE ADAM;95;FRANCE;49.112;2.21893;49.112, 2.21893;1,369177958
17494A;SAINT LEU LA FORET;Bureau de poste;PLACE DU MARECHAL FOCH;;;95320;ST LEU LA FORET;95;FRANCE;49.0195;2.24314;49.0195, 2.24314;1,37430138
17484A;PERSAN;Bureau de poste;26 RUE PIERRE BROSSOLETTE;;;95340;PERSAN;95;FRANCE;49.149861;2.273446;49.149861, 2.273446;1,374765859
17527A;MONTMAGNY LES SABLONS BP;Bureau de poste;15 RUE CLAUDE DEBUSSY;CENTRE COMMERCIAL;;95360;MONTMAGNY;95;FRANCE;48.9628;2.33684;48.9628, 2.33684;1,35227517
17476A;MONTIGNY LES CORMEILLES;Bureau de poste;1 AVENUE ARISTIDE MAILLOL;;;95370;MONTIGNY LES CORMEILLES;95;FRANCE;48.9952;2.20057;48.9952, 2.20057;1,394928773
17504A;US BP;Bureau de poste;14 RUE DU FORT;;;95450;US;95;FRANCE;49.1014;1.96445;49.1014, 1.96445;1,351349473
17510A;VIGNY;Bureau de poste;1 RUE DU GENERAL LECLERC;;;95450;VIGNY;95;FRANCE;49.0774;1.9276;49.0774, 1.9276;1,397837121
17507A;VEMARS AP;Agence postale commnunale;5 RUE LEON BOUCHARD;;;95470;VEMARS;95;FRANCE;49.068;2.56629;49.068, 2.56629;1,359037727
