identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;dept;pays;latitude;longitude;wgs84;Coeff_Total
17378A;VILLENEUVE ST GEORGES GRAVIERS BP;Bureau de poste;RUE ROLAND GARROS;CC DES GRAVIERS;;94190;VILLENEUVE ST GEORGES;94;FRANCE;48.7518;2.4518;48.7518, 2.4518;1,379047682
17311A;L HAY LES ROSES;Bureau de poste;RUE WATEL;;;94240;L HAY LES ROSES;94;FRANCE;48.7777;2.33582;48.7777, 2.33582;1,374855091
17310A;GENTILLY;Bureau de poste;6 AVENUE JEAN JAURES;;;94250;GENTILLY;94;FRANCE;48.8148;2.34887;48.8148, 2.34887;1,393862859
17383A;ORLY LES SAULES BP;Bureau de poste;6 VOIE DES SAULES;;;94310;ORLY;94;FRANCE;48.7473;2.41454;48.7473, 2.41454;1,356843903
14891A;ACHERES BP;Bureau de poste;2 AVENUE PAQUET;;;78260;ACHERES;78;FRANCE;48.9624;2.07133;48.9624, 2.07133;1,378181394
14937A;CROISSY SUR SEINE BP;Bureau de poste;PLACE DE LA MAIRIE;;;78290;CROISSY SUR SEINE;78;FRANCE;48.878;2.14485;48.878, 2.14485;1,39122093
14933A;COIGNIERES BP;Bureau de poste;CENTRE COMMERCIAL LE VILLAGE C;;;78310;COIGNIERES;78;FRANCE;48.7503;1.91916;48.7503, 1.91916;1,376890849
14928A;CHATOU;Bureau de poste;1 RUE DES DIX SEPT;;;78400;CHATOU;78;FRANCE;48.8907;2.15746;48.8907, 2.15746;1,357861499
14899A;AUBERGENVILLE;Bureau de poste;3 AVENUE DE LA DIVISION LECLERC;;;78410;AUBERGENVILLE;78;FRANCE;48.9582;1.85656;48.9582, 1.85656;1,382274738
14993A;NEZEL AP;Agence postale commnunale;27 RUE SAINT BLAISE;MAIRIE;NEZEL;78410;NEZEL;78;FRANCE;48.945624;1.835658;48.945624, 1.835658;1,376351615
14922A;CARRIERES SUR SEINE BP;Bureau de poste;54 BOULEVARD CARNOT;;;78420;CARRIERES SUR SEINE;78;FRANCE;48.9097;2.17921;48.9097, 2.17921;1,387083313
14952A;GALLUIS AP;Agence postale commnunale;ROUTE DE MONTFORT;;;78490;GALLUIS;78;FRANCE;48.797;1.79558;48.797, 1.79558;1,384248805
15023A;TRIEL SUR SEINE BP;Bureau de poste;171 RUE PAUL DOUMER;;;78510;TRIEL SUR SEINE;78;FRANCE;48.9819;2.00237;48.9819, 2.00237;1,35227507
15027A;VERNOUILLET BP;Bureau de poste;20 PLACE DU GENERAL DE GAULLE;;;78540;VERNOUILLET;78;FRANCE;48.9732;1.98224;48.9732, 1.98224;1,377973393
14903A;BAZAINVILLE AP;Agence postale commnunale;25 GRAND RUE;;;78550;BAZAINVILLE;78;FRANCE;48.8043;1.66673;48.8043, 1.66673;1,387994277
14895A;ANDRESY;Bureau de poste;26 RUE DE L EGLISE;;;78570;ANDRESY;78;FRANCE;48.9809;2.05927;48.9809, 2.05927;1,358981144
14991A;NEAUPHLE LE CHATEAU;Bureau de poste;11 RUE MARIUS MINNARD;;;78640;NEAUPHLE LE CHATEAU;78;FRANCE;48.8149;1.90485;48.8149, 1.90485;1,383195406
72784A;MEDAN AP;Relais poste commerçant;2 RUE PASTEUR;CENTRE VILLAGE;;78670;MEDAN;78;FRANCE;48.9533;1.996;48.9533, 1.996;1,356471995
15031A;VILLENNES SUR SEINE BP;Bureau de poste;369 AVENUE GEORGES CLEMENCEAU;;;78670;VILLENNES SUR SEINE;78;FRANCE;48.9381;1.99872;48.9381, 1.99872;1,393130803
14943A;EPONE BP;Bureau de poste;77 AV DU PROFESSEUR EMILE SERGENT;;;78680;EPONE;78;FRANCE;48.957042;1.813326;48.957042, 1.813326;1,373557162
15079A;MANTES LA VILLE BP;Bureau de poste;66 AVENUE JEAN JAURES;;;78711;MANTES LA VILLE;78;FRANCE;48.9823;1.71062;48.9823, 1.71062;1,397150034
09173B;LA CELLE LES BORDES AP;Agence postale commnunale;5 RUE DU BOIS DES GAULES;;;78720;LA CELLE LES BORDES;78;FRANCE;48.6394;1.95341;48.6394, 1.95341;1,363535115
15024A;VAUX SUR SEINE BP;Bureau de poste;127 RUE DU GENERAL DE GAULLE;;;78740;VAUX SUR SEINE;78;FRANCE;49.0056;1.9641;49.0056, 1.9641;1,389131617
14963A;JOUARS PONTCHARTRAIN BP;Bureau de poste;1 RUE SAINT FREDERIC;;;78760;JOUARS PONTCHARTRAIN;78;FRANCE;48.803;1.90099;48.803, 1.90099;1,379994271
14980A;MAURECOURT BP;Bureau de poste;3 RUE DU MARECHAL LECLERC;;;78780;MAURECOURT;78;FRANCE;48.9963;2.06266;48.9963, 2.06266;1,385044838
14962A;HOUILLES;Bureau de poste;16 AVENUE SCHOELCHER;;;78800;HOUILLES;78;FRANCE;48.9243;2.19061;48.9243, 2.19061;1,38087058
14965A;JUZIERS BP;Bureau de poste;30 RUE DE LA POSTE;;;78820;JUZIERS;78;FRANCE;48.9917;1.84555;48.9917, 1.84555;1,365256198
14995A;ORGERUS BP;Bureau de poste;1 PLACE DES HALLES;;;78910;ORGERUS;78;FRANCE;48.8388;1.7005;48.8388, 1.7005;1,399312929
14958A;GUERVILLE BP;Bureau de poste;3 RUE DE LA LOMBARDIE;;;78930;GUERVILLE;78;FRANCE;48.9445;1.73549;48.9445, 1.73549;1,368318687
14985A;MEZIERES SUR SEINE BP;Bureau de poste;120 RUE NATIONALE;;;78970;MEZIERES SUR SEINE;78;FRANCE;48.960439;1.795903;48.960439, 1.795903;1,363945625
16923A;BONDOUFLE;Bureau de poste;RUE DES 3 PARTS;;;91070;BONDOUFLE;91;FRANCE;48.6134;2.37484;48.6134, 2.37484;1,373098154
16940A;COURCOURONNES CENTRE BP;Bureau de poste;MAIL DE THORIGNY;CENTRE COMMERCIAL DE THORIGNY;;91080;COURCOURONNES;91;FRANCE;48.6208456;2.4062094;48.6208456, 2.4062094;1,35140683
16978A;PALAISEAU;Bureau de poste;8 RUE CARNOT;;;91120;PALAISEAU;91;FRANCE;48.7123;2.24575;48.7123, 2.24575;1,374720256
17047A;PALAISEAU LOZERE BP;Bureau de poste;13 RUE ALFRED DE MUSSET;;;91120;PALAISEAU;91;FRANCE;48.7055;2.21047;48.7055, 2.21047;1,375547635
88508A;LONGJUMEAU BALIZY RPC AP;Agence postale commnunale;14 PL CHARMILLES;LIBRAIRIE TEMPLIERS;;91160;BALIZY;91;FRANCE;48.68421;2.315154;48.68421, 2.315154;1,38083958
16952A;GIF SUR YVETTE;Bureau de poste;29 RUE HENRI AMODRU;;;91190;GIF SUR YVETTE;91;FRANCE;48.7022;2.13261;48.7022, 2.13261;1,38847434
16943A;DRAVEIL;Bureau de poste;3 RUE DU DOCTEUR FRANCOIS;;;91210;DRAVEIL;91;FRANCE;48.6863;2.411;48.6863, 2.411;1,388172686
16971A;MONTGERON;Bureau de poste;2 B RUE DU DOCTEUR LEON DEGLAIRE;;;91230;MONTGERON;91;FRANCE;48.7066;2.45733;48.7066, 2.45733;1,385816882
17041A;JUVISY PLATEAU BP;Bureau de poste;RUE ALBERT SARRAUT;;;91260;JUVISY SUR ORGE;91;FRANCE;48.6944;2.36299;48.6944, 2.36299;1,387885316
17056A;MASSY VILLAINE BP;Bureau de poste;6 ALLEE ALBERT THOMAS;;;91300;MASSY;91;FRANCE;48.7349;2.26205;48.7349, 2.26205;1,36243061
16960A;LINAS BP;Bureau de poste;PLACE ERNEST PILLON;;;91310;LINAS;91;FRANCE;48.6313;2.26645;48.6313, 2.26645;1,388969123
16954A;GRIGNY PRINCIPAL;Bureau de poste;21 ROUTE DE CORBEIL;;;91350;GRIGNY;91;FRANCE;48.6558;2.38579;48.6558, 2.38579;1,362033052
17006A;VILLEMOISSON SUR ORGE BP;Bureau de poste;PLACE DU POIRIER DE LA FARINETTE;;;91360;VILLEMOISSON SUR ORGE;91;FRANCE;48.6617;2.33009;48.6617, 2.33009;1,364144566
16911A;AUTHON LA PLAINE AP;Relais poste commerçant;17 GRANDE RUE;;;91410;AUTHON LA PLAINE;91;FRANCE;48.4516;1.95729;48.4516, 1.95729;1,394650486
16959A;LIMOURS;Bureau de poste;13 AVENUE DE CHAMBORD;;;91470;LIMOURS;91;FRANCE;48.646021;2.072717;48.646021, 2.072717;1,354148751
16969A;MILLY LA FORET;Bureau de poste;33 GRANDE RUE;;;91490;MILLY LA FORET;91;FRANCE;48.403;2.4692;48.403, 2.4692;1,356635291
16985A;SAINT CHERON;Bureau de poste;PARC DES TOURELLES;;;91530;ST CHERON;91;FRANCE;48.5541;2.12446;48.5541, 2.12446;1,357094613
16979A;PARAY VIEILLE POSTE BP;Bureau de poste;12 PLACE HENRI BARBUSSE;;;91550;PARAY VIEILLE POSTE;91;FRANCE;48.7133;2.36315;48.7133, 2.36315;1,369165088
17393A;ORLY AEROGARE SUD BP;Bureau de poste;ORLY SUD;BATIMENT 400;;91550;PARAY VIEILLE POSTE;91;FRANCE;48.7343;2.37901;48.7343, 2.37901;1,355689166
16941A;CROSNE BP;Bureau de poste;9 PLACE BOILEAU;;;91560;CROSNE;91;FRANCE;48.7154;2.45992;48.7154, 2.45992;1,365144287
17005A;LA VILLE DU BOIS BP;Bureau de poste;7 RUE DU GRAND NOYER;;;91620;LA VILLE DU BOIS;91;FRANCE;48.6608;2.26863;48.6608, 2.26863;1,368631042
16965A;MAROLLES EN HUREPOIX BP;Bureau de poste;13 GRANDE RUE;;;91630;MAROLLES EN HUREPOIX;91;FRANCE;48.5611;2.30303;48.5611, 2.30303;1,373351432
16922A;BOISSY SOUS ST YON BP;Bureau de poste;32 RUE DE CHATRES;;;91790;BOISSY SOUS ST YON;91;FRANCE;48.5604;2.2099;48.5604, 2.2099;1,364600995
17055A;BRUNOY LES PROVINCIALES BP;Bureau de poste;RUE DE CERCAY;CENTRE COMMERCIAL HAUTS DE MARDELLES;;91800;BRUNOY;91;FRANCE;48.7093;2.51936;48.7093, 2.51936;1,371946379
16999A;VERT LE GRAND BP;Bureau de poste;5 RUE DE LA POSTE;;;91810;VERT LE GRAND;91;FRANCE;48.5717;2.36014;48.5717, 2.36014;1,355569123
16939A;LE COUDRAY MONTCEAUX BP;Bureau de poste;1 PLACE DE LA MAIRIE;ZAC DU BOIS AUBERT;;91830;LE COUDRAY MONTCEAUX;91;FRANCE;48.5655;2.48516;48.5655, 2.48516;1,388828198
17010A;LES ULIS;Bureau de poste;ESPLANADE DE LA REPUBLIQUE;;;91940;LES ULIS;91;FRANCE;48.6822;2.16901;48.6822, 2.16901;1,378394575
71363A;LES ULIS LES AMONTS BP;Bureau de poste;AVENUE DE SAINTONGE;CENTRE COMMERCIAL DES AMONTS;;91940;LES ULIS;91;FRANCE;48.6827;2.1652;48.6827, 2.1652;1,351790458
17067A;BOULOGNE BILLANCOURT PRINCIPAL;Bureau de poste;231 ALLEE DU FORUM;;;92100;BOULOGNE BILLANCOURT;92;FRANCE;48.8287;2.23282;48.8287, 2.23282;1,379231702
17134A;CLICHY VICTOR HUGO BP;Bureau de poste;25 BOULEVARD DU GENERAL LECLERC;;;92110;CLICHY;92;FRANCE;48.9004;2.31597;48.9004, 2.31597;1,355068444
17087A;MONTROUGE VERDIER;Bureau de poste;16 AVENUE VERDIER;;;92120;MONTROUGE;92;FRANCE;48.815;2.31891;48.815, 2.31891;1,369474634
17140A;ISSY LES MOULINEAUX CORENTIN;Bureau de poste;4 PASSAGE NICOLAS STENON;;;92130;ISSY LES MOULINEAUX;92;FRANCE;48.8279;2.2798;48.8279, 2.2798;1,354606268
17133A;CLAMART LA FOURCHE;Bureau de poste;1 RUE PIERRE BAUDRY;;;92140;CLAMART;92;FRANCE;48.8115;2.27174;48.8115, 2.27174;1,395069397
17150A;MEUDON BELLEVUE BP;Bureau de poste;42 ROUTE DES GARDES;;;92190;MEUDON;92;FRANCE;48.8176;2.22947;48.8176, 2.22947;1,381237821
17123A;NEUILLY SAINT JAMES;Bureau de poste;24 RUE DE LONGCHAMP;;;92200;NEUILLY SUR SEINE;92;FRANCE;48.8838;2.25712;48.8838, 2.25712;1,374684515
17147A;GENNEVILLIERS LE LUTH BP;Bureau de poste;AVENUE DU LUTH;CENTRE COMMERCIAL;;92230;GENNEVILLIERS;92;FRANCE;48.9332;2.29001;48.9332, 2.29001;1,387330074
17084A;MALAKOFF CENTRE;Bureau de poste;32 RUE GABRIEL CRIE;;;92240;MALAKOFF;92;FRANCE;48.822;2.30145;48.822, 2.30145;1,381734363
17113A;LA GARENNE COLOMBES VALLEES BP;Bureau de poste;4 PLACE DE LA GARE DES VALLEES;;;92250;LA GARENNE COLOMBES;92;FRANCE;48.9133;2.25755;48.9133, 2.25755;1,372299841
17066A;BOIS COLOMBES;Bureau de poste;65 RUE DU GENERAL LECLERC;;;92270;BOIS COLOMBES;92;FRANCE;48.916;2.26802;48.916, 2.26802;1,389493255
17117A;LEVALLOIS FRONT DE SEINE BP;Bureau de poste;44 AVENUE GEORGES POMPIDOU;;;92300;LEVALLOIS PERRET;92;FRANCE;48.899173;2.283365;48.899173, 2.283365;1,35220451
17171A;LEVALLOIS PERRET WILSON;Bureau de poste;68 RUE DU PRESIDENT WILSON;;;92300;LEVALLOIS PERRET;92;FRANCE;48.8933;2.28928;48.8933, 2.28928;1,360886396
65709A;CHATILLON MAISON BLANCHE BP;Bureau de poste;1 ALLEE BERNARD DE JUSSIEU;;;92320;CHATILLON;92;FRANCE;48.8103;2.30049;48.8103, 2.30049;1,383256784
17090A;LE PLESSIS ROBINSON;Bureau de poste;8 GRANDE RUE;ZAC COEUR DE VILLE;;92350;LE PLESSIS ROBINSON;92;FRANCE;48.7809;2.26235;48.7809, 2.26235;1,36584992
17072A;CHAVILLE BP;Bureau de poste;1332 AVENUE ROGER SALENGRO;;;92370;CHAVILLE;92;FRANCE;48.8102;2.19029;48.8102, 2.19029;1,372542634
17116A;VILLENEUVE LA GARENNE APC;Agence postale commnunale;24 RUE DU FOND DE LA NOUE;;;92390;VILLENEUVE LA GARENNE;92;FRANCE;48.9314;2.33133;48.9314, 2.33133;1,363021093
17136A;COURBEVOIE MARCEAU;Bureau de poste;23 AVENUE MARCEAU;;;92400;COURBEVOIE;92;FRANCE;48.8989;2.24631;48.8989, 2.24631;1,367395479
17103A;ASNIERES CHANZY;Bureau de poste;21 RUE PAUL BERT;;;92600;ASNIERES SUR SEINE;92;FRANCE;48.9099;2.27371;48.9099, 2.27371;1,386409087
17125A;PUTEAUX JAURES BP;Bureau de poste;31 RUE JEAN JAURES;8 SQUARE LEON BLUM;;92800;PUTEAUX;92;FRANCE;48.884;2.24585;48.884, 2.24585;1,364339593
17164A;COEUR DE DEFENSE BP;Bureau de poste;LA DEFENSE;GARE EMPLACEMENT 17 90 61;;92800;PUTEAUX;92;FRANCE;48.8926;2.237198;48.8926, 2.237198;1,364821173
17233A;MONTREUIL BAS MONTREUIL;Bureau de poste;27 RUE ARMAND CARREL;;;93100;MONTREUIL;93;FRANCE;48.853;2.4179;48.853, 2.4179;1,38435846
17243A;MONTREUIL LA NOUE VILLIERS;Bureau de poste;15 PLACE DU GENERAL DE GAULLE;;;93100;MONTREUIL;93;FRANCE;48.8686;2.43281;48.8686, 2.43281;1,360058584
17189A;LA COURNEUVE PRINCIPAL;Bureau de poste;54 AVENUE GABRIEL PERI;;;93120;LA COURNEUVE;93;FRANCE;48.9263;2.39113;48.9263, 2.39113;1,353985287
17275A;NOISY LE SEC STEPHENSON BP;Bureau de poste;157 RUE DE BREMENT;;;93130;NOISY LE SEC;93;FRANCE;48.888;2.46309;48.888, 2.46309;1,366643049
17265A;BONDY MAINGUY BP;Bureau de poste;32 RUE JEAN JAURES;;;93140;BONDY;93;FRANCE;48.900399;2.476419;48.900399, 2.476419;1,392952602
17278A;BONDY LA NOUE CAILLET;Bureau de poste;2 AVENUE SUZANNE BUISSON;;;93140;BONDY;93;FRANCE;48.9143;2.48141;48.9143, 2.48141;1,383049288
17256A;LE BLANC MESNIL JEAN JAURES BP;Bureau de poste;AVENUE JEAN JAURES;;;93150;LE BLANC MESNIL;93;FRANCE;48.923951;2.47062;48.923951, 2.47062;1,39024686
17202A;NOISY LE GRAND PRINCIPAL;Bureau de poste;1 AVENUE EMILE COSSONNEAU;;;93160;NOISY LE GRAND;93;FRANCE;48.8489;2.55289;48.8489, 2.55289;1,356924202
17259A;NOISY LE GRAND BP;Bureau de poste;36 RUE JEAN MOULIN;;;93160;NOISY LE GRAND;93;FRANCE;48.8316;2.56644;48.8316, 2.56644;1,374933367
17283A;NOISY LE GRAND CHAMPY BP;Bureau de poste;17 PROMENADE MICHEL SIMON;;;93160;NOISY LE GRAND;93;FRANCE;48.8431;2.57822;48.8431, 2.57822;1,362118861
17264A;BAGNOLET MALASSIS BP;Bureau de poste;3 RUE GIRARDOT;;;93170;BAGNOLET;93;FRANCE;48.8756;2.42537;48.8756, 2.42537;1,37272459
17257A;LIVRY GARGAN SULLY BP;Bureau de poste;93 AVENUE ARISTIDE BRIAND;;;93190;LIVRY GARGAN;93;FRANCE;48.9125;2.52197;48.9125, 2.52197;1,369885965
18365B;ST DENIS PLEYEL BP;Bureau de poste;170 BOULEVARD ANATOLE FRANCE;;;93200;ST DENIS;93;FRANCE;48.9198999;2.3435788;48.9198999, 2.3435788;1,390860373
17193A;GAGNY PRINCIPAL;Bureau de poste;8 PLACE DU GENERAL DE GAULLE;;;93220;GAGNY;93;FRANCE;48.884309;2.534199;48.884309, 2.534199;1,393509879
17272A;GAGNY CHENAY BP;Bureau de poste;66 RUE DU CHEMIN DE FER;;;93220;GAGNY;93;FRANCE;48.8768;2.55141;48.8768, 2.55141;1,380921916
17290A;SEVRAN BEAUDOTTES BP;Bureau de poste;21 AVENUE RAOUL DAUTRY;;;93270;SEVRAN;93;FRANCE;48.9479;2.52494;48.9479, 2.52494;1,36899775
17180A;AUBERVILLIERS PRINCIPAL;Bureau de poste;2 AVENUE DE LA REPUBLIQUE;;;93300;AUBERVILLIERS;93;FRANCE;48.9135;2.38217;48.9135, 2.38217;1,35521778
17208A;PIERREFITTE SUR SEINE;Bureau de poste;37 BOULEVARD JEAN MERMOZ;;;93380;PIERREFITTE SUR SEINE;93;FRANCE;48.9658;2.36333;48.9658, 2.36333;1,383587406
17269A;PIERREFITTE SUR SEINE BP;Bureau de poste;48 AVENUE NUNGESSER ET COLI;;;93380;PIERREFITTE SUR SEINE;93;FRANCE;48.9515;2.36212;48.9515, 2.36212;1,397909995
17220A;VILLEPINTE;Bureau de poste;183 BOULEVARD ROBERT BALLANGER;;;93420;VILLEPINTE;93;FRANCE;48.9562;2.54075;48.9562, 2.54075;1,388406244
17206A;PANTIN PRINCIPAL;Bureau de poste;94 AVENUE JEAN LOLIVE;;;93500;PANTIN;93;FRANCE;48.8918;2.40602;48.8918, 2.40602;1,387801402
17236A;PANTIN LES LIMITES BP;Bureau de poste;188 AVENUE JEAN LOLIVE;;;93500;PANTIN;93;FRANCE;48.895;2.42234;48.895, 2.42234;1,385978247
17285A;DRANCY 2 BP;Bureau de poste;1 RUE PIERRE SEMARD;CITE DU NORD;;93700;DRANCY;93;FRANCE;48.9295;2.42803;48.9295, 2.42803;1,387505111
17363A;SAINT MAUR BERTHELOT;Bureau de poste;12 PARVIS DE SAINT MAUR;;;94100;ST MAUR DES FOSSES;94;FRANCE;48.8064;2.47314;48.8064, 2.47314;1,369973794
17369A;SAINT MAUR DES FOSSES LA PIE BP;Bureau de poste;24 RUE PAUL DEROULEDE;;;94100;ST MAUR DES FOSSES;94;FRANCE;48.7891;2.48203;48.7891, 2.48203;1,394784969
14360A;PARIS OLYMPIADES;Bureau de poste;19 RUE SIMONE WEIL;;;75013;PARIS;75;FRANCE;48.824;2.36348;48.824, 2.36348;1,383480337
14365A;PARIS DENFERT ROCHEREAU;Bureau de poste;15 B AVENUE DU GENERAL LECLERC;;;75014;PARIS;75;FRANCE;48.8323;2.33085;48.8323, 2.33085;1,355931473
14383A;PARIS PORTE D'ORLEANS;Bureau de poste;1 PLACE DU 25 AOUT 1944;;;75014;PARIS;75;FRANCE;48.8224;2.32603;48.8224, 2.32603;1,391904739
14235A;PARIS CONVENTION;Bureau de poste;204 BIS RUE DE LA CONVENTION;;;75015;PARIS;75;FRANCE;48.837;2.29715;48.837, 2.29715;1,361856968
14262A;PARIS DESNOUETTES;Bureau de poste;72 RUE DESNOUETTES;;;75015;PARIS;75;FRANCE;48.8356;2.2861;48.8356, 2.2861;1,372176967
14286A;PARIS BOUCICAUT /CITROEN;Bureau de poste;102 RUE DE LA CONVENTION;;;75015;PARIS;75;FRANCE;48.8414;2.28692;48.8414, 2.28692;1,36337422
14295A;PARIS VOUILLE /GEORGES BRASSENS;Bureau de poste;21 RUE DE VOUILLE;;;75015;PARIS;75;FRANCE;48.8348;2.30491;48.8348, 2.30491;1,360791427
14325A;PARIS PARC DES PRINCES;Bureau de poste;109 BOULEVARD MURAT;;;75016;PARIS;75;FRANCE;48.8389;2.25706;48.8389, 2.25706;1,357825816
14300A;PARIS TERNES;Bureau de poste;13 AVENUE NIEL;;;75017;PARIS;75;FRANCE;48.8797;2.29471;48.8797, 2.29471;1,382354378
14203A;PARIS PHILIPPE DE GIRARD;Bureau de poste;18 BOULEVARD DE LA CHAPELLE;;;75018;PARIS;75;FRANCE;48.8846;2.36274;48.8846, 2.36274;1,386605863
14205A;PARIS LA GOUTTE D OR;Bureau de poste;11 RUE DES ISLETTES;;;75018;PARIS;75;FRANCE;48.8847;2.35075;48.8847, 2.35075;1,35220317
14321A;PARIS LES TOURELLES;Bureau de poste;339 B RUE DE BELLEVILLE;;;75019;PARIS;75;FRANCE;48.8769;2.4054;48.8769, 2.4054;1,387723727
14267A;PARIS MENILMONTANT;Bureau de poste;9 RUE ETIENNE DOLET;;;75020;PARIS;75;FRANCE;48.8676;2.38361;48.8676, 2.38361;1,352796799
14296A;PARIS BUZENVAL;Bureau de poste;56 B RUE DE BUZENVAL;;;75020;PARIS;75;FRANCE;48.8521;2.40135;48.8521, 2.40135;1,371196833
14304A;PARIS MONTEVIDEO BP;Bureau de poste;19 RUE DE MONTEVIDEO;;;75116;PARIS;75;FRANCE;48.8672;2.27409;48.8672, 2.27409;1,366146255
14331A;PARIS TROCADERO CHAILLOT ETOILE;Bureau de poste;51 RUE DE LONGCHAMP;;;75116;PARIS;75;FRANCE;48.865;2.28716;48.865, 2.28716;1,3949896
14763A;MELUN RP;Bureau de poste;3 PLACE SAINT JEAN;;;77000;MELUN;77;FRANCE;48.5397;2.6623;48.5397, 2.6623;1,378645365
14886A;MEAUX BEAUVAL;Bureau de poste;CENTRE COMMERCIAL LA VERRIERE;;;77100;MEAUX;77;FRANCE;48.9529;2.91375;48.9529, 2.91375;1,389235746
14785A;NANTEUIL LES MEAUX BP;Bureau de poste;26 RUE PASTEUR;;;77100;NANTEUIL LES MEAUX;77;FRANCE;48.930007;2.895895;48.930007, 2.895895;1,379924228
14840A;LE VAUDOUE BP;Bureau de poste;2 RUE DES ACACIAS;;;77123;LE VAUDOUE;77;FRANCE;48.3566;2.51871;48.3566, 2.51871;1,396825891
14853A;VILLENOY BP;Bureau de poste;103 RUE ARISTIDE BRIAND;;;77124;VILLENOY;77;FRANCE;48.94534;2.865044;48.94534, 2.865044;1,377399614
14715A;FERICY AP;Agence postale commnunale;1 RUE DE LORETTE;;;77133;FERICY;77;FRANCE;48.4593;2.80104;48.4593, 2.80104;1,362890986
14818A;SALINS AP;Agence postale commnunale;3 RUE DE COURCELLES;;;77148;SALINS;77;FRANCE;48.4219;3.02279;48.4219, 3.02279;1,371293296
14716A;FERRIERES EN BRIE BP;Bureau de poste;11 RUE JEAN JAURES;;;77164;FERRIERES EN BRIE;77;FRANCE;48.820972;2.705611;48.820972, 2.705611;1,357557162
14656A;BOISSY LE CHATEL BP;Bureau de poste;1 PLACE DE LA MAIRIE;;;77169;BOISSY LE CHATEL;77;FRANCE;48.8213;3.13629;48.8213, 3.13629;1,372070987
14823A;SERVON BP;Bureau de poste;24 RUE DE LA REPUBLIQUE;;;77170;SERVON;77;FRANCE;48.716266;2.585907;48.716266, 2.585907;1,370861659
14827A;SOURDUN BP;Bureau de poste;RUE DE PARIS;;;77171;SOURDUN;77;FRANCE;48.5359;3.3583;48.5359, 3.3583;1,353083331
14683A;CHEVRY COSSIGNY BP;Bureau de poste;36 B RUE CHARLES PATHE;;;77173;CHEVRY COSSIGNY;77;FRANCE;48.724734;2.658541;48.724734, 2.658541;1,35540579
14850A;VILLENEUVE LE COMTE BP;Bureau de poste;20 PLACE DU MARECHAL LECLERC;;;77174;VILLENEUVE LE COMTE;77;FRANCE;48.8155;2.83022;48.8155, 2.83022;1,352763127
14821A;SAVIGNY LE TEMPLE LA FORET BP;Bureau de poste;CENTRE COMMERCIAL LES FONTAINES;;;77176;SAVIGNY LE TEMPLE;77;FRANCE;48.603726;2.551677;48.603726, 2.551677;1,368466915
14877A;AVON BUTTE MONTCEAU BP;Bureau de poste;CENTRE COMMERCIAL DE LA BUTTE MONTCEAU;;;77210;AVON;77;FRANCE;48.4126;2.73698;48.4126, 2.73698;1,398822528
14782A;MOUSSY LE VIEUX AP;Agence postale commnunale;RUE DE LA PETITE MONTAGNE;;;77230;MOUSSY LE VIEUX;77;FRANCE;49.0462;2.62459;49.0462, 2.62459;1,397924795
14812A;SAINT MARD BP;Bureau de poste;38 AVENUE DE LA GARE;;;77230;ST MARD;77;FRANCE;49.033718;2.695971;49.033718, 2.695971;1,35119375
14822A;SEINE PORT BP;Bureau de poste;5 RUE DE MELUN;;;77240;SEINE PORT;77;FRANCE;48.5574;2.54915;48.5574, 2.54915;1,380106271
14854A;VILLEPARISIS;Bureau de poste;PLACE HENRI BARBUSSE;;;77270;VILLEPARISIS;77;FRANCE;48.945;2.60807;48.945, 2.60807;1,367054601
14790A;OTHIS BP;Bureau de poste;3 AVENUE DU 8 MAI 1945;;;77280;OTHIS;77;FRANCE;49.0738;2.67105;49.0738, 2.67105;1,350250925
14720A;FONTAINEBLEAU;Bureau de poste;PLACE NAPOLEON BONAPARTE;;;77300;FONTAINEBLEAU;77;FRANCE;48.4038;2.7002;48.4038, 2.7002;1,367606951
14797A;PONTAULT COMBAULT;Bureau de poste;3 AVENUE CHARLES ROUXEL;;;77340;PONTAULT COMBAULT;77;FRANCE;48.7985;2.60528;48.7985, 2.60528;1,365219118
14836A;VAIRES SUR MARNE;Bureau de poste;2 BOULEVARD CONSTANT MELET;;;77360;VAIRES SUR MARNE;77;FRANCE;48.8732;2.64018;48.8732, 2.64018;1,374094386
14726A;GASTINS AP;Agence postale commnunale;17 PLACE DE L EGLISE;;;77370;GASTINS;77;FRANCE;48.6275;3.02018;48.6275, 3.02018;1,371776592
14679A;CHAUMES EN BRIE BP;Bureau de poste;5 RUE AGASSE;;;77390;CHAUMES EN BRIE;77;FRANCE;48.6658;2.84157;48.6658, 2.84157;1,37318534
14743A;LAGNY SUR MARNE;Bureau de poste;106 RUE SAINT DENIS;;;77400;LAGNY SUR MARNE;77;FRANCE;48.8791;2.70786;48.8791, 2.70786;1,350542457
14645A;ANNET SUR MARNE BP;Bureau de poste;28 RUE PAUL VALENTIN;;;77410;ANNET SUR MARNE;77;FRANCE;48.925834;2.720259;48.925834, 2.720259;1,368253597
14666A;CHAMPS SUR MARNE;Bureau de poste;RUE DE CHELLES;;;77420;CHAMPS SUR MARNE;77;FRANCE;48.8538;2.59743;48.8538, 2.59743;1,380544812
14826A;SOUPPES SUR LOING;Bureau de poste;RUE DES MARINIERS;;;77460;SOUPPES SUR LOING;77;FRANCE;48.1864;2.73208;48.1864, 2.73208;1,375812036
